id,question,choices,answerKey,prompt
Mercury_SC_LBS10272,What season is it in the United States when the South Pole is tilted toward the Sun?,"{'text': ['summer', 'fall', 'winter', 'spring'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    What season is it in the United States when the South Pole is tilted toward the Sun?
Options:
A. summer
B. fall
C. winter
D. spring

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_411737,Which of these colors of visible light has the shortest wavelength?,"{'text': ['red', 'green', 'violet', 'yellow'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which of these colors of visible light has the shortest wavelength?
Options:
A. red
B. green
C. violet
D. yellow

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
MCAS_2011_8_17696,Which of the following units best represents the density of an object?,"{'text': ['kg', 'hr', 'm/s^2', 'g/cm^3'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which of the following units best represents the density of an object?
Options:
A. kg
B. hr
C. m/s^2
D. g/cm^3

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_400060,Which statement below best explains why several fossils of sea organisms were discovered buried deep in an area of dry land?,"{'text': ['The fossils changed locations.', 'The area had a shift in climate.', 'The land was once underwater.', 'A glacier once covered the area.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which statement below best explains why several fossils of sea organisms were discovered buried deep in an area of dry land?
Options:
A. The fossils changed locations.
B. The area had a shift in climate.
C. The land was once underwater.
D. A glacier once covered the area.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7094395,Last year Steve was shorter than his brother. This year Steve is taller than his brother. What cell process is directly responsible for Steve's growth?,"{'text': ['diffusion', 'mitosis', 'osmosis', 'respiration'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Last year Steve was shorter than his brother. This year Steve is taller than his brother. What cell process is directly responsible for Steve's growth?
Options:
A. diffusion
B. mitosis
C. osmosis
D. respiration

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_402634,In which state are molecules of a substance arranged in the most orderly way?,"{'text': ['gas', 'liquid', 'plasma', 'solid'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    In which state are molecules of a substance arranged in the most orderly way?
Options:
A. gas
B. liquid
C. plasma
D. solid

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7218908,Weather stations built in urban areas can be influenced by the human-made structures that surround these stations. Some of these weather stations used to determine mean temperatures in the United States have had the validity of the data questioned. Which human-produced effect could these urban weather stations be measuring?,"{'text': ['heat island', 'rain shadow', 'land breeze', 'cold front'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Weather stations built in urban areas can be influenced by the human-made structures that surround these stations. Some of these weather stations used to determine mean temperatures in the United States have had the validity of the data questioned. Which human-produced effect could these urban weather stations be measuring?
Options:
A. heat island
B. rain shadow
C. land breeze
D. cold front

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7037275,How is the mass of an atom calculated?,"{'text': ['add the number of protons to the number of electrons', 'add the number of protons to the number of neutrons', 'subtract the number of protons from the number of neutrons', 'subtract the number of electrons from the sum of protons and neutrons'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    How is the mass of an atom calculated?
Options:
A. add the number of protons to the number of electrons
B. add the number of protons to the number of neutrons
C. subtract the number of protons from the number of neutrons
D. subtract the number of electrons from the sum of protons and neutrons

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
LEAP__8_10366,"Over a long period, some flowering plants have become dependent on honey bees for pollination. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that","{'text': ['grow taller so that the few remaining honey bees will find them.', 'change their flowers so that wind will fertilize them.', 'have always attracted many other insects as wells as honey bees.', 'have seeds that stay alive for a long time in the environment.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Over a long period, some flowering plants have become dependent on honey bees for pollination. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that
Options:
A. grow taller so that the few remaining honey bees will find them.
B. change their flowers so that wind will fertilize them.
C. have always attracted many other insects as wells as honey bees.
D. have seeds that stay alive for a long time in the environment.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7012495,Which of these atomic structures has the least amount of mass?,"{'text': ['an ion', 'a proton', 'a neutron', 'an electron'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which of these atomic structures has the least amount of mass?
Options:
A. an ion
B. a proton
C. a neutron
D. an electron

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7210350,An increase of carbon dioxide in Earth's atmosphere is most likely to have which effect?,"{'text': ['decreased variations in day length', 'increased average air temperature', 'increased burn rate for incoming meteoroids', 'decreased rate of ozone layer destruction'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    An increase of carbon dioxide in Earth's atmosphere is most likely to have which effect?
Options:
A. decreased variations in day length
B. increased average air temperature
C. increased burn rate for incoming meteoroids
D. decreased rate of ozone layer destruction

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_SC_LBS10270,Which of the following is an inherited human trait?,"{'text': ['eye color', 'sleep patterns', 'sense of balance', 'sense of humor'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which of the following is an inherited human trait?
Options:
A. eye color
B. sleep patterns
C. sense of balance
D. sense of humor

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_SC_405090,Snow turns to liquid water when it,"{'text': ['freezes.', 'melts.', 'condenses.', 'evaporates.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Snow turns to liquid water when it
Options:
A. freezes.
B. melts.
C. condenses.
D. evaporates.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
NYSEDREGENTS_2015_8_34,Which energy source is nonrenewable?,"{'text': ['sunlight', 'biomass', 'wind', 'fossil fuel'], 'label': ['1', '2', '3', '4']}",4,"
    Question:
    Which energy source is nonrenewable?
Options:
A. sunlight
B. biomass
C. wind
D. fossil fuel

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_402102,The Moon is in orbit around Earth. What keeps the Moon from changing its orbit?,"{'text': ['friction', 'gravity', 'weight', 'rotation'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    The Moon is in orbit around Earth. What keeps the Moon from changing its orbit?
Options:
A. friction
B. gravity
C. weight
D. rotation

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7220430,"Which form of water, when present in the atmosphere, is most likely to contribute to global warming?","{'text': ['cloud', 'rain', 'vapor', 'snow'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which form of water, when present in the atmosphere, is most likely to contribute to global warming?
Options:
A. cloud
B. rain
C. vapor
D. snow

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
AKDE&ED_2008_8_31,Which statement explains why ducklings follow their mother when swimming across a pond?,"{'text': ['Survival behavior is acquired by interaction with the parent duck.', 'Survival behavior is learned by interacting with their environment.', 'Inherited behavior is genetically obtained through their environment.', 'Inherited behavior is genetically passed on from parents to offspring.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which statement explains why ducklings follow their mother when swimming across a pond?
Options:
A. Survival behavior is acquired by interaction with the parent duck.
B. Survival behavior is learned by interacting with their environment.
C. Inherited behavior is genetically obtained through their environment.
D. Inherited behavior is genetically passed on from parents to offspring.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
TAKS_2009_8_29,"Some students measure the mass of a small pile of leaves before and after the leaves decompose. Each time the students measure the mass, they place a container with the decomposing leaves on a balance. Before recording the mass of the leaves, the students must do which of the following?","{'text': ['Subtract the mass of the container', 'Add leaves from other plants to the container', 'Allow the leaves to settle in the container for a few days', 'Use a metric ruler to measure the volume of the container'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Some students measure the mass of a small pile of leaves before and after the leaves decompose. Each time the students measure the mass, they place a container with the decomposing leaves on a balance. Before recording the mass of the leaves, the students must do which of the following?
Options:
A. Subtract the mass of the container
B. Add leaves from other plants to the container
C. Allow the leaves to settle in the container for a few days
D. Use a metric ruler to measure the volume of the container

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7137480,Ava conducted an experiment to determine respiratory rates during different activities. She counted the number of breaths per minute. Ava noted that the number of breaths increases as physical activity increases. Why is there an increase in the number of breaths per minute as activity increases?,"{'text': ['As activity increases, more oxygen is exhaled.', 'As activity increases, breathing becomes more efficient.', 'As activity increases, the oxygen needs of cells increase.', 'As activity increases, the rate of the heart beating increases.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Ava conducted an experiment to determine respiratory rates during different activities. She counted the number of breaths per minute. Ava noted that the number of breaths increases as physical activity increases. Why is there an increase in the number of breaths per minute as activity increases?
Options:
A. As activity increases, more oxygen is exhaled.
B. As activity increases, breathing becomes more efficient.
C. As activity increases, the oxygen needs of cells increase.
D. As activity increases, the rate of the heart beating increases.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
MCAS_2015_8_20,The temperature in a classroom is 15°C (59°F). The teacher turns the thermostat to 20°C (68°F) and keeps the door closed. Which of the following statements best describes the change that occurs as the temperature in the room increases to 20°C?,"{'text': ['Cold air molecules collide to generate heat energy.', 'Cold energy in the room transforms into heat energy.', 'The room becomes warmer as heat energy is added to the room.', 'The room becomes warmer as cold energy is pushed out of the room.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    The temperature in a classroom is 15°C (59°F). The teacher turns the thermostat to 20°C (68°F) and keeps the door closed. Which of the following statements best describes the change that occurs as the temperature in the room increases to 20°C?
Options:
A. Cold air molecules collide to generate heat energy.
B. Cold energy in the room transforms into heat energy.
C. The room becomes warmer as heat energy is added to the room.
D. The room becomes warmer as cold energy is pushed out of the room.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7069388,"A flat piece of paper has a mass of 5 grams. When the paper is crumpled into a ball, the mass of the crumpled paper is","{'text': ['much more than that of the flat paper.', 'slightly more than that of the flat paper.', 'the same as that of the flat paper.', 'slightly less than that of the flat paper.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    A flat piece of paper has a mass of 5 grams. When the paper is crumpled into a ball, the mass of the crumpled paper is
Options:
A. much more than that of the flat paper.
B. slightly more than that of the flat paper.
C. the same as that of the flat paper.
D. slightly less than that of the flat paper.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
TIMSS_2003_4_pg87,"Minerals are used for making many things including jewelry, chalk, and concrete. Where do we get the minerals needed to make these things?","{'text': ['from air', 'from wood', 'from rocks', 'from crops'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Minerals are used for making many things including jewelry, chalk, and concrete. Where do we get the minerals needed to make these things?
Options:
A. from air
B. from wood
C. from rocks
D. from crops

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7194495,"Scientists have observed that, even within the same nest, some young birds call louder than others. Which describes how a louder cry helps to ensure survival?","{'text': ['Lung capacity is increased.', 'Exposure to bacteria is increased.', 'Parents are able to identify the nest.', 'Parents respond by giving more food.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Scientists have observed that, even within the same nest, some young birds call louder than others. Which describes how a louder cry helps to ensure survival?
Options:
A. Lung capacity is increased.
B. Exposure to bacteria is increased.
C. Parents are able to identify the nest.
D. Parents respond by giving more food.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
OHAT_2008_8_15,Two galaxies are interacting with each other. What is the force that draws these two galaxies toward each other?,"{'text': ['friction', 'gravity', 'electricity', 'magnetism'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Two galaxies are interacting with each other. What is the force that draws these two galaxies toward each other?
Options:
A. friction
B. gravity
C. electricity
D. magnetism

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
AKDE&ED_2008_8_49,Which procedure correctly describes materials combining?,"{'text': ['Salt and sand are added to hot water and stirred making a mixture.', 'Oil and water are placed in a sealed bottle and shaken making a compound.', 'Sugar and water are added to flour and cooked in an oven making an element.', 'Soil and water are shaken in a container and left to separate forming two elements.'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Which procedure correctly describes materials combining?
Options:
A. Salt and sand are added to hot water and stirred making a mixture.
B. Oil and water are placed in a sealed bottle and shaken making a compound.
C. Sugar and water are added to flour and cooked in an oven making an element.
D. Soil and water are shaken in a container and left to separate forming two elements.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_SC_408746,Plants growing in a pond release a gas that fish need to survive. Which gas do the plants release that fish use?,"{'text': ['helium', 'hydrogen', 'nitrogen', 'oxygen'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Plants growing in a pond release a gas that fish need to survive. Which gas do the plants release that fish use?
Options:
A. helium
B. hydrogen
C. nitrogen
D. oxygen

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
ACTAAP_2009_7_9,"A ball rolling on the ground is observed to slow down and stop. Based on Newton's first law of motion, what is the best conclusion?","{'text': ['An object in motion eventually stops.', 'The ball must have been going slightly uphill.', 'The ball did not have enough mass to keep going.', 'There must have been an outside force acting on the ball.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A ball rolling on the ground is observed to slow down and stop. Based on Newton's first law of motion, what is the best conclusion?
Options:
A. An object in motion eventually stops.
B. The ball must have been going slightly uphill.
C. The ball did not have enough mass to keep going.
D. There must have been an outside force acting on the ball.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
TIMSS_2011_8_pg98,What is the chemical formula for carbon dioxide?,"{'text': ['CO', 'CO2', 'C', 'O2'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    What is the chemical formula for carbon dioxide?
Options:
A. CO
B. CO2
C. C
D. O2

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
NYSEDREGENTS_2010_4_7,A student rubs his hands together to warm them. His hands get warm due to,"{'text': ['friction', 'gravity', 'magnetism', 'sound'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    A student rubs his hands together to warm them. His hands get warm due to
Options:
A. friction
B. gravity
C. magnetism
D. sound

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7263655,Scientists studying migrating birds and homing pigeons have discovered that they navigate by monitoring differences in the intensity and inclination of Earth's magnetic field. Special cells in bird beaks can detect these changes as the birds fly over Earth's surface. Which metal did the scientists find in the cells that birds use as a magnetometer?,"{'text': ['iron', 'gold', 'mercury', 'aluminum'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    Scientists studying migrating birds and homing pigeons have discovered that they navigate by monitoring differences in the intensity and inclination of Earth's magnetic field. Special cells in bird beaks can detect these changes as the birds fly over Earth's surface. Which metal did the scientists find in the cells that birds use as a magnetometer?
Options:
A. iron
B. gold
C. mercury
D. aluminum

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
VASoL_2011_5_16,"A scientist found a fossil of an organism that had gills. When the organism was living, the area in which it lived was most likely covered by ___.","{'text': ['forest', 'grassland', 'bare rock', 'water'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A scientist found a fossil of an organism that had gills. When the organism was living, the area in which it lived was most likely covered by ___.
Options:
A. forest
B. grassland
C. bare rock
D. water

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_SC_400021,Which is the best way to help protect the environment?,"{'text': ['wash hands before each meal', 'do a science project about energy', 'ride a bike to school instead of riding in a car', 'pack a lunch instead of buying a school lunch'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which is the best way to help protect the environment?
Options:
A. wash hands before each meal
B. do a science project about energy
C. ride a bike to school instead of riding in a car
D. pack a lunch instead of buying a school lunch

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
VASoL_2009_5_36,An electric motor is designed to turn electrical energy into ___.,"{'text': ['solar energy', 'potential energy', 'static electricity', 'mechanical energy'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    An electric motor is designed to turn electrical energy into ___.
Options:
A. solar energy
B. potential energy
C. static electricity
D. mechanical energy

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_SC_405154,"If a student playing the drums hits the drums with greater force, the sound would be","{'text': ['quieter.', 'louder.', 'lower in pitch.', 'higher in pitch.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    If a student playing the drums hits the drums with greater force, the sound would be
Options:
A. quieter.
B. louder.
C. lower in pitch.
D. higher in pitch.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7128853,"As the loudness of a sound wave increases, which will also increase?","{'text': ['amplitude', 'frequency', 'velocity', 'wavelength'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    As the loudness of a sound wave increases, which will also increase?
Options:
A. amplitude
B. frequency
C. velocity
D. wavelength

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7044240,Telescopes use lenses to observe distant objects such as stars. Which term best describes what happens when lenses bend and concentrate light?,"{'text': ['reflecting', 'polarizing', 'diffracting', 'refracting'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Telescopes use lenses to observe distant objects such as stars. Which term best describes what happens when lenses bend and concentrate light?
Options:
A. reflecting
B. polarizing
C. diffracting
D. refracting

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_407661,Which of these must occur when a substance goes through a chemical change?,"{'text': ['The substance gets larger.', 'The substance changes phases.', 'The substance changes shape.', 'The substance forms a new substance.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which of these must occur when a substance goes through a chemical change?
Options:
A. The substance gets larger.
B. The substance changes phases.
C. The substance changes shape.
D. The substance forms a new substance.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7234518,"Scientists use ice cores to identify and explain previous climatic trends. By correlating climatic conditions recorded in the ice, with solid, nonsnow particles also found in the ice, scientists can help to predict the climatic impact of which phenomena?","{'text': ['atmospheric carbon dioxide concentration changes', 'radioactive decay rate changes in the outer core', 'volcanic eruptions', 'magnetic pole reversals'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Scientists use ice cores to identify and explain previous climatic trends. By correlating climatic conditions recorded in the ice, with solid, nonsnow particles also found in the ice, scientists can help to predict the climatic impact of which phenomena?
Options:
A. atmospheric carbon dioxide concentration changes
B. radioactive decay rate changes in the outer core
C. volcanic eruptions
D. magnetic pole reversals

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7179340,"Coal, oil, and natural gas have high potential energies, which makes them valuable energy resources. In order to benefit from the energy available in these fossil fuels, the potential energy is converted most directly into which type of energy?","{'text': ['chemical', 'electrical', 'solar', 'thermal'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Coal, oil, and natural gas have high potential energies, which makes them valuable energy resources. In order to benefit from the energy available in these fossil fuels, the potential energy is converted most directly into which type of energy?
Options:
A. chemical
B. electrical
C. solar
D. thermal

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
OHAT_2007_8_44,What change would occur if Earth's rate of rotation significantly increased?,"{'text': ['The year would be shorter.', 'The year would be longer.', 'The day would be shorter.', 'The day would be longer.'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    What change would occur if Earth's rate of rotation significantly increased?
Options:
A. The year would be shorter.
B. The year would be longer.
C. The day would be shorter.
D. The day would be longer.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7099225,Humans can do many things to impact the environment. Which of these is an example of how humans negatively impact the environment?,"{'text': ['planting more trees', 'burning less fossil fuel', 'reducing beach erosion', 'increasing water runoff'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Humans can do many things to impact the environment. Which of these is an example of how humans negatively impact the environment?
Options:
A. planting more trees
B. burning less fossil fuel
C. reducing beach erosion
D. increasing water runoff

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_SC_400183,Eyeglasses help a nearsighted person see as a result of,"{'text': ['absorption.', 'diffraction.', 'reflection.', 'refraction.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Eyeglasses help a nearsighted person see as a result of
Options:
A. absorption.
B. diffraction.
C. reflection.
D. refraction.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_7206623,A student measures the rising temperature of heated water for 20 minutes in two-minute intervals. Which of these tools will best help the student organize the data?,"{'text': ['flow chart', 'pie chart', 'data table', 'bar graph'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    A student measures the rising temperature of heated water for 20 minutes in two-minute intervals. Which of these tools will best help the student organize the data?
Options:
A. flow chart
B. pie chart
C. data table
D. bar graph

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7026513,"A rock formation in a land area contains fossils. Over time, tremendous heat and pressure change the formation to produce a harder rock formation without fossils. Which change in rock type has occurred in this land area?","{'text': ['Igneous rock has turned into sedimentary rock.', 'Igneous rock has turned into metamorphic rock.', 'Sedimentary rock has turned into igneous rock.', 'Sedimentary rock has turned into metamorphic rock.'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A rock formation in a land area contains fossils. Over time, tremendous heat and pressure change the formation to produce a harder rock formation without fossils. Which change in rock type has occurred in this land area?
Options:
A. Igneous rock has turned into sedimentary rock.
B. Igneous rock has turned into metamorphic rock.
C. Sedimentary rock has turned into igneous rock.
D. Sedimentary rock has turned into metamorphic rock.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_402092,Which is not an inherited trait in humans?,"{'text': ['blue eyes', 'long fingers', 'calloused hands', 'attached earlobes'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which is not an inherited trait in humans?
Options:
A. blue eyes
B. long fingers
C. calloused hands
D. attached earlobes

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
VASoL_2007_5_31,The wind helps many plants reproduce by ___.,"{'text': ['cooling the plants', 'giving the plants moisture', ""spreading the plants' pollen"", ""strengthening the plants' root systems""], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    The wind helps many plants reproduce by ___.
Options:
A. cooling the plants
B. giving the plants moisture
C. spreading the plants' pollen
D. strengthening the plants' root systems

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_409111,"The human hearing range is 20-20,000 hertz. A sound Peggy heard was measured at 15,000 hertz. Which characteristic best describes the sound wave that Peggy heard?","{'text': ['fast speed', 'high frequency', 'large amplitude', 'long wavelength'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    The human hearing range is 20-20,000 hertz. A sound Peggy heard was measured at 15,000 hertz. Which characteristic best describes the sound wave that Peggy heard?
Options:
A. fast speed
B. high frequency
C. large amplitude
D. long wavelength

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
AKDE&ED_2012_8_1,A student is asked to measure the distance from the floor to the ceiling in a classroom. Which unit of measurement should the student most likely use to accurately measure this distance?,"{'text': ['liter', 'kiloliter', 'meter', 'kilometer'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    A student is asked to measure the distance from the floor to the ceiling in a classroom. Which unit of measurement should the student most likely use to accurately measure this distance?
Options:
A. liter
B. kiloliter
C. meter
D. kilometer

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
MCAS_2006_9_5,"Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?","{'text': ['They are replenished by sunlight.', 'They are cycled through ecosystems.', 'They are replaced by volcanic eruptions.', 'They are produced constantly from nutrients.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?
Options:
A. They are replenished by sunlight.
B. They are cycled through ecosystems.
C. They are replaced by volcanic eruptions.
D. They are produced constantly from nutrients.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
MDSA_2007_5_57,A student is measuring the speed at which a ball rolls down a ramp. Which unit of measurement is the student most likely using to describe the speed of the ball?,"{'text': ['meter per liter', 'seconds per gram', 'milligrams per liter', 'centimeters per second'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    A student is measuring the speed at which a ball rolls down a ramp. Which unit of measurement is the student most likely using to describe the speed of the ball?
Options:
A. meter per liter
B. seconds per gram
C. milligrams per liter
D. centimeters per second

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
